Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI Event-Driven (Total) Index (HFRIEDI)
Date, Monthly Index Value
01/2016,13135.94
02/2016,13067.72
03/2016,13468.53
04/2016,13727.71
05/2016,13869.26
06/2016,13861.34
07/2016,14122.63
08/2016,14359.91
09/2016,14484.44
10/2016,14499.08
11/2016,14748.31
12/2016,14998.93
01/2017,15221.75
02/2017,15340.53
03/2017,15364.12
04/2017,15498.82
05/2017,15519.83
06/2017,15598.66
07/2017,15728.41
08/2017,15721.67
09/2017,15833.40
10/2017,15900.67
11/2017,15922.78
12/2017,16136.60
01/2018,16342.72
02/2018,16236.39
03/2018,16154.54
04/2018,16203.72
05/2018,16372.43
06/2018,16458.61
07/2018,16526.90
08/2018,16527.49
09/2018,16592.50
10/2018,16282.89
11/2018,16168.51
12/2018,15792.83
01/2019,16290.59
02/2019,16463.43
03/2019,16449.01
04/2019,16645.61
05/2019,16429.07
06/2019,16656.72
07/2019,16694.99
08/2019,16475.71
09/2019,16507.16
10/2019,16569.00
11/2019,16684.19
12/2019,16976.25
01/2020,16881.69
02/2020,16488.44
03/2020,14443.85
04/2020,15051.77
05/2020,15437.96
06/2020,15923.37
07/2020,16162.26
08/2020,16556.77
09/2020,16602.80
10/2020,16605.99
11/2020,17775.52
12/2020,18547.62
01/2021,18950.50
02/2021,19659.65
03/2021,19930.29
04/2021,20353.51
05/2021,20593.84
06/2021,20721.61
07/2021,20459.29
08/2021,20614.28
09/2021,20633.60
10/2021,20905.05
11/2021,20602.67
12/2021,20850.06
01/2022,20442.55
02/2022,20424.24
03/2022,20569.58
04/2022,20175.82
05/2022,20009.49
06/2022,19314.00
07/2022,19700.13
08/2022,19883.56
09/2022,19238.63
10/2022,19707.69
11/2022,19907.86
12/2022,19842.80
01/2023,20461.11
02/2023,20459.62
03/2023,20116.38
04/2023,20118.18
05/2023,19882.30
06/2023,20329.29
07/2023,20783.75
08/2023,20879.10
09/2023,20775.63
10/2023,20371.65
11/2023,21112.06



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
