Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI Relative Value (Total) Index (HFRIRVA)
Date, Monthly Index Value
12/2015,10473.07
01/2016,10302.35
02/2016,10245.45
03/2016,10437.52
04/2016,10603.65
05/2016,10696.74
06/2016,10752.35
07/2016,10882.99
08/2016,10980.32
09/2016,11070.74
10/2016,11101.09
11/2016,11144.46
12/2016,11276.46
01/2017,11421.25
02/2017,11491.66
03/2017,11526.59
04/2017,11558.94
05/2017,11558.34
06/2017,11580.78
07/2017,11662.47
08/2017,11680.93
09/2017,11730.93
10/2017,11751.01
11/2017,11759.61
12/2017,11856.24
01/2018,11992.68
02/2018,11926.62
03/2018,11904.36
04/2018,11985.56
05/2018,12059.53
06/2018,12053.29
07/2018,12161.29
08/2018,12184.89
09/2018,12221.95
10/2018,12068.01
11/2018,12009.77
12/2018,11804.70
01/2019,12084.62
02/2019,12183.02
03/2019,12257.46
04/2019,12352.42
05/2019,12330.80
06/2019,12444.24
07/2019,12491.78
08/2019,12398.30
09/2019,12450.93
10/2019,12466.67
11/2019,12502.06
12/2019,12680.82
01/2020,12737.45
02/2020,12606.82
03/2020,11374.76
04/2020,11620.30
05/2020,11893.96
06/2020,12097.59
07/2020,12299.05
08/2020,12460.63
09/2020,12452.81
10/2020,12496.83
11/2020,12839.76
12/2020,13109.97
01/2021,13280.54
02/2021,13516.84
03/2021,13596.92
04/2021,13745.58
05/2021,13881.01
06/2021,13971.32
07/2021,13936.01
08/2021,14007.18
09/2021,14079.46
10/2021,14142.69
11/2021,14064.25
12/2021,14104.85
01/2022,14118.07
02/2022,14119.13
03/2022,14201.05
04/2022,14157.92
05/2022,14066.22
06/2022,13805.67
07/2022,13922.45
08/2022,14040.22
09/2022,13806.21
10/2022,13831.70
11/2022,13985.55
12/2022,14008.72
01/2023,14265.32
02/2023,14272.15
03/2023,14196.75
04/2023,14246.17
05/2023,14253.73
06/2023,14362.32
07/2023,14495.45
08/2023,14550.28
09/2023,14606.43
10/2023,14580.30
11/2023,14794.93



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
