Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI Emerging Markets (Total) Index (HFRIEM)
Date, Monthly Index Value
01/2016,13996.03
02/2016,13961.31
03/2016,14743.48
04/2016,15002.76
05/2016,14946.31
06/2016,15204.46
07/2016,15615.53
08/2016,15854.15
09/2016,15975.23
10/2016,16099.82
11/2016,15808.97
12/2016,15840.32
01/2017,16320.52
02/2017,16578.74
03/2017,16848.66
04/2017,17063.75
05/2017,17156.20
06/2017,17340.37
07/2017,17753.87
08/2017,18070.69
09/2017,18205.47
10/2017,18478.00
11/2017,18579.71
12/2017,18906.83
01/2018,19648.18
02/2018,19263.13
03/2018,19098.22
04/2018,18955.67
05/2018,18770.06
06/2018,18204.26
07/2018,18270.42
08/2018,17767.94
09/2018,17551.09
10/2018,16860.16
11/2018,17086.49
12/2018,16837.60
01/2019,17520.18
02/2019,17818.01
03/2019,18084.94
04/2019,18206.46
05/2019,17745.63
06/2019,18284.42
07/2019,18261.49
08/2019,17725.03
09/2019,17897.48
10/2019,18239.10
11/2019,18160.85
12/2019,18816.99
01/2020,18687.15
02/2020,18294.74
03/2020,15950.83
04/2020,16872.98
05/2020,17197.54
06/2020,18003.70
07/2020,18866.63
08/2020,19320.50
09/2020,19030.07
10/2020,19197.67
11/2020,20184.19
12/2020,21237.63
01/2021,21531.18
02/2021,21985.48
03/2021,21923.73
04/2021,22482.28
05/2021,23018.23
06/2021,23310.58
07/2021,22739.26
08/2021,22955.16
09/2021,22818.29
10/2021,22884.64
11/2021,22511.16
12/2021,22695.16
01/2022,22115.48
02/2022,21489.89
03/2022,21150.95
04/2022,20610.97
05/2022,20470.98
06/2022,19952.35
07/2022,19720.08
08/2022,19890.15
09/2022,18861.46
10/2022,18578.41
11/2022,19519.75
12/2022,19733.58
01/2023,20567.84
02/2023,20060.65
03/2023,20110.60
04/2023,20068.17
05/2023,20032.99
06/2023,20630.63
07/2023,21228.90
08/2023,20767.12
09/2023,20457.12
10/2023,20110.08
11/2023,20838.04



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
