Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI Fund of Funds Composite Index (HFRIFOF)
Date, Monthly Index Value
12/2015,5662.87
01/2016,5512.48
02/2016,5446.25
03/2016,5486.24
04/2016,5514.85
05/2016,5542.57
06/2016,5516.77
07/2016,5599.80
08/2016,5624.40
09/2016,5643.22
10/2016,5627.28
11/2016,5641.74
12/2016,5691.98
01/2017,5749.65
02/2017,5801.55
03/2017,5827.65
04/2017,5857.17
05/2017,5876.05
06/2017,5874.59
07/2017,5934.52
08/2017,5983.67
09/2017,6010.23
10/2017,6079.50
11/2017,6078.58
12/2017,6134.34
01/2018,6277.51
02/2018,6181.27
03/2018,6150.90
04/2018,6163.40
05/2018,6207.49
06/2018,6179.19
07/2018,6192.07
08/2018,6206.17
09/2018,6193.79
10/2018,6012.90
11/2018,5986.38
12/2018,5887.76
01/2019,6038.74
02/2019,6103.03
03/2019,6158.50
04/2019,6214.29
05/2019,6154.68
06/2019,6250.35
07/2019,6267.12
08/2019,6218.62
09/2019,6190.88
10/2019,6222.09
11/2019,6279.48
12/2019,6381.69
01/2020,6399.64
02/2020,6301.89
03/2020,5821.10
04/2020,6018.74
05/2020,6156.88
06/2020,6277.99
07/2020,6419.21
08/2020,6556.57
09/2020,6545.32
10/2020,6565.80
11/2020,6822.70
12/2020,7076.12
01/2021,7029.11
02/2021,7227.85
03/2021,7219.12
04/2021,7373.41
05/2021,7385.71
06/2021,7426.71
07/2021,7378.95
08/2021,7471.11
09/2021,7481.14
10/2021,7598.72
11/2021,7487.50
12/2021,7513.02
01/2022,7321.30
02/2022,7278.38
03/2022,7306.08
04/2022,7218.03
05/2022,7112.29
06/2022,7018.01
07/2022,7071.12
08/2022,7109.94
09/2022,6993.32
10/2022,7023.51
11/2022,7089.25
12/2022,7114.15
01/2023,7257.24
02/2023,7217.46
03/2023,7167.49
04/2023,7187.62
05/2023,7192.08
06/2023,7276.87
07/2023,7357.47
08/2023,7347.14
09/2023,7315.38
10/2023,7238.07
11/2023,7370.95



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
