Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI EH: Equity Market Neutral Index (HFRIEMNI)
Date, Monthly Index Value
12/2015,5186.07
01/2016,5187.92
02/2016,5154.36
03/2016,5212.63
04/2016,5166.69
05/2016,5191.56
06/2016,5193.53
07/2016,5235.71
08/2016,5218.83
09/2016,5221.75
10/2016,5232.84
11/2016,5270.72
12/2016,5301.94
01/2017,5316.74
02/2017,5340.64
03/2017,5367.02
04/2017,5387.67
05/2017,5343.83
06/2017,5342.22
07/2017,5377.68
08/2017,5425.65
09/2017,5450.89
10/2017,5509.32
11/2017,5530.31
12/2017,5560.71
01/2018,5634.36
02/2018,5585.37
03/2018,5604.45
04/2018,5596.38
05/2018,5639.00
06/2018,5608.50
07/2018,5612.48
08/2018,5625.34
09/2018,5610.39
10/2018,5557.92
11/2018,5484.00
12/2018,5506.04
01/2019,5583.46
02/2019,5576.96
03/2019,5582.07
04/2019,5571.06
05/2019,5548.91
06/2019,5585.22
07/2019,5610.04
08/2019,5626.85
09/2019,5612.27
10/2019,5600.99
11/2019,5608.57
12/2019,5634.10
01/2020,5635.96
02/2020,5582.11
03/2020,5439.54
04/2020,5496.54
05/2020,5525.87
06/2020,5485.42
07/2020,5570.19
08/2020,5579.64
09/2020,5544.90
10/2020,5483.83
11/2020,5543.19
12/2020,5627.71
01/2021,5590.72
02/2021,5675.30
03/2021,5734.73
04/2021,5829.03
05/2021,5876.39
06/2021,5913.63
07/2021,5925.45
08/2021,5959.20
09/2021,5990.19
10/2021,5995.61
11/2021,5955.92
12/2021,6024.68
01/2022,5988.01
02/2022,5956.07
03/2022,5995.30
04/2022,6047.58
05/2022,6024.33
06/2022,6008.14
07/2022,5993.92
08/2022,6044.55
09/2022,6050.14
10/2022,6049.33
11/2022,6063.63
12/2022,6097.74
01/2023,6106.37
02/2023,6131.94
03/2023,6144.61
04/2023,6125.80
05/2023,6108.29
06/2023,6183.05
07/2023,6188.79
08/2023,6238.04
09/2023,6348.14
10/2023,6320.80
11/2023,6384.57



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
