Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI Macro: Systematic Diversified Index (HFRIMTI)
Date, Monthly Index Value
12/2015,11571.60
01/2016,11860.62
02/2016,12175.41
03/2016,11922.89
04/2016,11822.60
05/2016,11610.72
06/2016,12023.55
07/2016,12149.58
08/2016,11802.66
09/2016,11696.76
10/2016,11380.31
11/2016,11293.55
12/2016,11413.39
01/2017,11273.69
02/2017,11430.36
03/2017,11275.81
04/2017,11287.94
05/2017,11339.13
06/2017,11133.23
07/2017,11238.58
08/2017,11362.13
09/2017,11146.81
10/2017,11550.83
11/2017,11547.94
12/2017,11655.41
01/2018,12105.21
02/2018,11335.13
03/2018,11283.89
04/2018,11286.95
05/2018,11172.18
06/2018,11179.63
07/2018,11112.72
08/2018,11324.54
09/2018,11230.89
10/2018,10802.67
11/2018,10738.27
12/2018,10883.24
01/2019,10770.25
02/2019,10806.85
03/2019,11108.24
04/2019,11309.23
05/2019,11152.25
06/2019,11502.22
07/2019,11778.89
08/2019,12213.60
09/2019,11823.59
10/2019,11565.57
11/2019,11651.93
12/2019,11654.08
01/2020,11720.98
02/2020,11557.76
03/2020,11598.75
04/2020,11562.96
05/2020,11423.00
06/2020,11294.82
07/2020,11646.11
08/2020,11600.25
09/2020,11308.01
10/2020,11253.88
11/2020,11401.14
12/2020,11957.87
01/2021,11892.83
02/2021,12323.61
03/2021,12459.20
04/2021,12813.99
05/2021,13043.06
06/2021,12883.04
07/2021,12941.82
08/2021,12897.79
09/2021,12867.79
10/2021,13158.78
11/2021,12693.87
12/2021,12727.30
01/2022,12890.24
02/2022,13139.53
03/2022,13984.57
04/2022,14654.48
05/2022,14512.04
06/2022,14675.31
07/2022,14325.96
08/2022,14587.92
09/2022,15136.82
10/2022,15118.61
11/2022,14375.97
12/2022,14271.55
01/2023,14173.11
02/2023,14292.47
03/2023,13657.14
04/2023,13894.72
05/2023,14020.16
06/2023,14183.13
07/2023,14174.58
08/2023,14047.98
09/2023,14331.28
10/2023,14209.70
11/2023,13773.33



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
