Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI RV: Fixed Income-Asset Backed Index (HFRIFIMB)
Date, Monthly Index Value
11/2018,9309.17
12/2018,9228.22
01/2019,9293.52
02/2019,9350.13
03/2019,9383.81
04/2019,9454.08
05/2019,9493.26
06/2019,9524.44
07/2019,9579.91
08/2019,9598.94
09/2019,9646.04
10/2019,9680.17
11/2019,9724.30
12/2019,9799.34
01/2020,9868.14
02/2020,9874.55
03/2020,8544.09
04/2020,8653.99
05/2020,8823.50
06/2020,9035.01
07/2020,9127.41
08/2020,9229.31
09/2020,9295.47
10/2020,9361.50
11/2020,9546.33
12/2020,9690.00
01/2021,9834.32
02/2021,9935.25
03/2021,10003.91
04/2021,10087.49
05/2021,10172.31
06/2021,10226.55
07/2021,10264.70
08/2021,10317.67
09/2021,10358.47
10/2021,10416.32
11/2021,10407.95
12/2021,10439.08
01/2022,10510.56
02/2022,10520.84
03/2022,10512.68
04/2022,10544.49
05/2022,10514.44
06/2022,10431.08
07/2022,10475.45
08/2022,10534.22
09/2022,10397.12
10/2022,10353.24
11/2022,10401.64
12/2022,10424.42
01/2023,10576.19
02/2023,10589.29
03/2023,10551.06
04/2023,10621.17
05/2023,10653.29
06/2023,10749.73
07/2023,10852.27
08/2023,10926.27
09/2023,10950.35
10/2023,10966.60
11/2023,11164.10



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
