Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI EH: Quantitative Directional Index (HFRIENHI)
Date, Monthly Index Value
01/2016,15301.01
02/2016,15306.75
03/2016,15713.37
04/2016,15577.88
05/2016,15705.60
06/2016,15758.18
07/2016,16044.13
08/2016,15993.03
09/2016,16013.90
10/2016,15935.40
11/2016,16141.17
12/2016,16364.53
01/2017,16545.01
02/2017,16787.85
03/2017,16915.15
04/2017,17037.30
05/2017,17185.88
06/2017,17167.17
07/2017,17286.23
08/2017,17472.54
09/2017,17621.68
10/2017,17936.06
11/2017,18123.35
12/2017,18165.25
01/2018,18678.96
02/2018,18195.77
03/2018,18024.80
04/2018,18098.81
05/2018,18100.83
06/2018,17951.19
07/2018,18183.74
08/2018,18227.01
09/2018,18236.55
10/2018,17652.00
11/2018,17784.05
12/2018,17132.78
01/2019,17647.33
02/2019,17879.33
03/2019,18022.16
04/2019,18226.27
05/2019,17678.12
06/2019,18249.01
07/2019,18288.19
08/2019,18050.88
09/2019,18146.21
10/2019,18420.04
11/2019,18688.31
12/2019,19048.52
01/2020,18991.94
02/2020,18208.63
03/2020,17017.28
04/2020,17788.43
05/2020,18202.25
06/2020,18526.84
07/2020,18882.50
08/2020,19703.73
09/2020,19476.88
10/2020,19107.89
11/2020,20491.52
12/2020,21477.44
01/2021,21314.84
02/2021,21517.69
03/2021,22114.79
04/2021,22733.50
05/2021,22982.20
06/2021,23132.34
07/2021,23416.91
08/2021,23739.45
09/2021,23079.88
10/2021,24167.88
11/2021,24468.17
12/2021,25043.78
01/2022,24433.50
02/2022,24105.48
03/2022,24560.31
04/2022,23882.38
05/2022,24154.77
06/2022,23213.67
07/2022,23708.86
08/2022,23216.50
09/2022,22356.74
10/2022,23028.39
11/2022,23872.11
12/2022,23337.77
01/2023,24075.96
02/2023,23599.93
03/2023,24019.51
04/2023,24000.99
05/2023,23918.18
06/2023,24812.74
07/2023,25394.68
08/2023,25148.49
09/2023,24587.55
10/2023,24212.12
11/2023,25953.90



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
