Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI RV: Fixed Income-Convertible Arbitrage Index (HFRICAI)
Date, Monthly Index Value
11/2015,7556.78
12/2015,7482.75
01/2016,7325.30
02/2016,7329.81
03/2016,7450.40
04/2016,7561.21
05/2016,7659.77
06/2016,7658.50
07/2016,7780.56
08/2016,7878.33
09/2016,7926.26
10/2016,7987.98
11/2016,8020.63
12/2016,8088.52
01/2017,8176.31
02/2017,8233.65
03/2017,8228.31
04/2017,8258.87
05/2017,8291.73
06/2017,8346.87
07/2017,8407.73
08/2017,8407.67
09/2017,8462.28
10/2017,8526.11
11/2017,8539.16
12/2017,8569.46
01/2018,8648.31
02/2018,8668.92
03/2018,8635.95
04/2018,8660.88
05/2018,8642.44
06/2018,8640.23
07/2018,8657.92
08/2018,8698.98
09/2018,8717.09
10/2018,8552.77
11/2018,8472.82
12/2018,8305.34
01/2019,8515.87
02/2019,8648.38
03/2019,8728.20
04/2019,8810.43
05/2019,8782.20
06/2019,8868.44
07/2019,8916.84
08/2019,8944.06
09/2019,8955.63
10/2019,8991.96
11/2019,9038.15
12/2019,9164.71
01/2020,9227.94
02/2020,9316.92
03/2020,8615.90
04/2020,8828.43
05/2020,8889.61
06/2020,9086.68
07/2020,9409.87
08/2020,9624.72
09/2020,9689.50
10/2020,9773.80
11/2020,10054.97
12/2020,10341.66
01/2021,10596.98
02/2021,10777.30
03/2021,10721.78
04/2021,10709.10
05/2021,10762.55
06/2021,10804.10
07/2021,10826.20
08/2021,10864.03
09/2021,10959.74
10/2021,11085.08
11/2021,11111.02
12/2021,11139.38
01/2022,11061.63
02/2022,11020.23
03/2022,11069.21
04/2022,10996.37
05/2022,10824.05
06/2022,10577.89
07/2022,10722.34
08/2022,10899.69
09/2022,10678.20
10/2022,10760.63
11/2022,10882.80
12/2022,11027.24
01/2023,11225.37
02/2023,11215.14
03/2023,11184.64
04/2023,11216.14
05/2023,11247.65
06/2023,11342.44
07/2023,11410.84
08/2023,11386.16
09/2023,11394.47
10/2023,11199.94
11/2023,11308.02



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
