Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com

HFRI Macro (Total) Index (HFRIMI)
Date, Monthly Index Value
01/2016,14641.39
02/2016,14858.86
03/2016,14718.33
04/2016,14706.42
05/2016,14570.16
06/2016,14893.58
07/2016,15011.66
08/2016,14790.36
09/2016,14739.41
10/2016,14558.18
11/2016,14513.28
12/2016,14643.26
01/2017,14577.53
02/2017,14693.68
03/2017,14628.62
04/2017,14648.54
05/2017,14661.82
06/2017,14533.06
07/2017,14626.15
08/2017,14741.62
09/2017,14613.78
10/2017,14901.08
11/2017,14872.48
12/2017,14965.30
01/2018,15377.07
02/2018,14807.79
03/2018,14725.81
04/2018,14761.24
05/2018,14727.41
06/2018,14698.34
07/2018,14670.94
08/2018,14739.27
09/2018,14691.36
10/2018,14405.71
11/2018,14329.69
12/2018,14354.37
01/2019,14416.65
02/2019,14470.04
03/2019,14681.66
04/2019,14836.62
05/2019,14707.33
06/2019,15057.69
07/2019,15252.42
08/2019,15603.69
09/2019,15316.27
10/2019,15146.98
11/2019,15194.46
12/2019,15287.53
01/2020,15306.58
02/2020,15115.13
03/2020,15040.14
04/2020,15187.46
05/2020,15200.72
06/2020,15182.65
07/2020,15599.96
08/2020,15660.44
09/2020,15359.56
10/2020,15290.52
11/2020,15491.20
12/2020,16109.37
01/2021,16125.70
02/2021,16617.49
03/2021,16781.14
04/2021,17188.35
05/2021,17547.02
06/2021,17453.20
07/2021,17350.88
08/2021,17362.77
09/2021,17413.01
10/2021,17615.25
11/2021,17208.34
12/2021,17352.34
01/2022,17491.12
02/2022,17708.37
03/2022,18513.79
04/2022,19027.26
05/2022,18991.22
06/2022,18830.87
07/2022,18679.64
08/2022,18922.54
09/2022,19166.89
10/2022,19286.98
11/2022,18880.73
12/2022,18910.45
01/2023,18975.95
02/2023,18958.98
03/2023,18448.67
04/2023,18601.56
05/2023,18548.65
06/2023,18754.21
07/2023,18878.06
08/2023,18774.57
09/2023,19002.80
10/2023,18864.81
11/2023,18564.77



Source: Hedge Fund Research Inc. - © 2023 HFR Inc. - www.hfr.com


INDEX DATA USAGE NOTICE: All data and content on the HFR website and in the HFR Database products are for your informational and personal use only. The total return data provided on the HFR website, the HFR Database products, and the reports generated from them are for internal, non-commercial use only. The data is not sufficient, comprehensive enough or approved for use in connection with investment products or instruments. You may not copy, redistribute, sell, retransmit, or make the data available to a third party, or otherwise use it for any commercial or public purpose unless you have a separate written agreement with HFR. You require a written license from HFR to use the HFR data, HFR marks and names and/or HFR Index names, including but not limited to use in connection with investment products and instruments (regardless of whether such products or instruments are based on, linked to or track an HFR Index), the name of investment products and instruments, in prospectuses, marketing and other materials publicly or commercially disseminated, benchmarking purposes, and any SEC, government or regulatory filings. Please contact HFR for additional information at: INDICES@HFR.COM
